"Block1","dist","agent","persona"
127,"document_only","agent_4","persona_3"
127,"integrated","agent_2","persona_3"
127,"memory_only","agent_2","persona_3"
128,"document_only","agent_3","persona_1"
128,"document_only","agent_4","persona_1"
128,"integrated","agent_3","persona_1"
128,"integrated","agent_4","persona_1"
128,"document_only","agent_3","persona_2"
128,"document_only","agent_4","persona_2"
128,"integrated","agent_3","persona_2"
128,"integrated","agent_4","persona_2"
128,"document_only","agent_3","persona_3"
128,"document_only","agent_4","persona_3"
128,"integrated","agent_3","persona_3"
128,"integrated","agent_4","persona_3"
129,"document_only","agent_2","persona_1"
129,"document_only","agent_3","persona_1"
129,"document_only","agent_4","persona_1"
129,"memory_only","agent_3","persona_1"
129,"document_only","agent_2","persona_2"
129,"document_only","agent_3","persona_2"
129,"document_only","agent_4","persona_2"
129,"memory_only","agent_3","persona_2"
129,"document_only","agent_2","persona_3"
129,"document_only","agent_3","persona_3"
129,"document_only","agent_4","persona_3"
129,"memory_only","agent_3","persona_3"
130,"integrated","agent_2","persona_1"
130,"integrated","agent_3","persona_1"
130,"memory_only","agent_2","persona_1"
130,"memory_only","agent_4","persona_1"
130,"integrated","agent_2","persona_2"
130,"integrated","agent_3","persona_2"
130,"memory_only","agent_2","persona_2"
130,"memory_only","agent_4","persona_2"
130,"integrated","agent_2","persona_3"
130,"integrated","agent_3","persona_3"
130,"memory_only","agent_2","persona_3"
130,"memory_only","agent_4","persona_3"
131,"document_only","agent_2","persona_1"
131,"integrated","agent_1","persona_1"
131,"memory_only","agent_1","persona_1"
131,"memory_only","agent_4","persona_1"
131,"document_only","agent_2","persona_2"
131,"integrated","agent_1","persona_2"
131,"memory_only","agent_1","persona_2"
131,"memory_only","agent_4","persona_2"
131,"document_only","agent_2","persona_3"
131,"integrated","agent_1","persona_3"
131,"memory_only","agent_1","persona_3"
131,"memory_only","agent_4","persona_3"
132,"document_only","agent_1","persona_1"
132,"document_only","agent_3","persona_1"
132,"integrated","agent_1","persona_1"
132,"integrated","agent_4","persona_1"
132,"document_only","agent_1","persona_2"
132,"document_only","agent_3","persona_2"
132,"integrated","agent_1","persona_2"
132,"integrated","agent_4","persona_2"
132,"document_only","agent_1","persona_3"
132,"document_only","agent_3","persona_3"
132,"integrated","agent_1","persona_3"
132,"integrated","agent_4","persona_3"
133,"document_only","agent_1","persona_1"
133,"document_only","agent_4","persona_1"
133,"integrated","agent_2","persona_1"
133,"integrated","agent_4","persona_1"
133,"document_only","agent_1","persona_2"
133,"document_only","agent_4","persona_2"
133,"integrated","agent_2","persona_2"
133,"integrated","agent_4","persona_2"
133,"document_only","agent_1","persona_3"
133,"document_only","agent_4","persona_3"
133,"integrated","agent_2","persona_3"
133,"integrated","agent_4","persona_3"
134,"document_only","agent_2","persona_1"
134,"integrated","agent_3","persona_1"
134,"memory_only","agent_1","persona_1"
134,"memory_only","agent_3","persona_1"
134,"document_only","agent_2","persona_2"
134,"integrated","agent_3","persona_2"
134,"memory_only","agent_1","persona_2"
134,"memory_only","agent_3","persona_2"
134,"document_only","agent_2","persona_3"
134,"integrated","agent_3","persona_3"
134,"memory_only","agent_1","persona_3"
134,"memory_only","agent_3","persona_3"
135,"document_only","agent_1","persona_1"
135,"document_only","agent_3","persona_1"
135,"integrated","agent_2","persona_1"
135,"memory_only","agent_1","persona_1"
135,"document_only","agent_1","persona_2"
135,"document_only","agent_3","persona_2"
135,"integrated","agent_2","persona_2"
135,"memory_only","agent_1","persona_2"
135,"document_only","agent_1","persona_3"
135,"document_only","agent_3","persona_3"
135,"integrated","agent_2","persona_3"
135,"memory_only","agent_1","persona_3"
136,"document_only","agent_2","persona_1"
136,"integrated","agent_1","persona_1"
136,"integrated","agent_4","persona_1"
136,"memory_only","agent_4","persona_1"
136,"document_only","agent_2","persona_2"
136,"integrated","agent_1","persona_2"
136,"integrated","agent_4","persona_2"
136,"memory_only","agent_4","persona_2"
136,"document_only","agent_2","persona_3"
136,"integrated","agent_1","persona_3"
136,"integrated","agent_4","persona_3"
136,"memory_only","agent_4","persona_3"
137,"document_only","agent_3","persona_1"
137,"integrated","agent_1","persona_1"
137,"memory_only","agent_1","persona_1"
137,"memory_only","agent_4","persona_1"
137,"document_only","agent_3","persona_2"
137,"integrated","agent_1","persona_2"
137,"memory_only","agent_1","persona_2"
137,"memory_only","agent_4","persona_2"
137,"document_only","agent_3","persona_3"
137,"integrated","agent_1","persona_3"
137,"memory_only","agent_1","persona_3"
137,"memory_only","agent_4","persona_3"
138,"document_only","agent_1","persona_1"
138,"integrated","agent_1","persona_1"
138,"memory_only","agent_3","persona_1"
138,"memory_only","agent_4","persona_1"
138,"document_only","agent_1","persona_2"
138,"integrated","agent_1","persona_2"
138,"memory_only","agent_3","persona_2"
138,"memory_only","agent_4","persona_2"
138,"document_only","agent_1","persona_3"
138,"integrated","agent_1","persona_3"
138,"memory_only","agent_3","persona_3"
138,"memory_only","agent_4","persona_3"
139,"integrated","agent_1","persona_1"
139,"integrated","agent_3","persona_1"
139,"memory_only","agent_3","persona_1"
139,"memory_only","agent_4","persona_1"
139,"integrated","agent_1","persona_2"
139,"integrated","agent_3","persona_2"
139,"memory_only","agent_3","persona_2"
139,"memory_only","agent_4","persona_2"
139,"integrated","agent_1","persona_3"
139,"integrated","agent_3","persona_3"
139,"memory_only","agent_3","persona_3"
139,"memory_only","agent_4","persona_3"
140,"document_only","agent_3","persona_1"
140,"integrated","agent_1","persona_1"
140,"integrated","agent_2","persona_1"
140,"memory_only","agent_4","persona_1"
140,"document_only","agent_3","persona_2"
140,"integrated","agent_1","persona_2"
140,"integrated","agent_2","persona_2"
140,"memory_only","agent_4","persona_2"
140,"document_only","agent_3","persona_3"
140,"integrated","agent_1","persona_3"
140,"integrated","agent_2","persona_3"
140,"memory_only","agent_4","persona_3"
141,"integrated","agent_2","persona_1"
141,"integrated","agent_4","persona_1"
141,"memory_only","agent_1","persona_1"
141,"memory_only","agent_2","persona_1"
141,"integrated","agent_2","persona_2"
141,"integrated","agent_4","persona_2"
141,"memory_only","agent_1","persona_2"
141,"memory_only","agent_2","persona_2"
141,"integrated","agent_2","persona_3"
141,"integrated","agent_4","persona_3"
141,"memory_only","agent_1","persona_3"
141,"memory_only","agent_2","persona_3"
142,"integrated","agent_1","persona_1"
142,"integrated","agent_2","persona_1"
142,"integrated","agent_4","persona_1"
142,"memory_only","agent_1","persona_1"
142,"integrated","agent_1","persona_2"
142,"integrated","agent_2","persona_2"
142,"integrated","agent_4","persona_2"
142,"memory_only","agent_1","persona_2"
142,"integrated","agent_1","persona_3"
142,"integrated","agent_2","persona_3"
142,"integrated","agent_4","persona_3"
142,"memory_only","agent_1","persona_3"
143,"document_only","agent_1","persona_1"
143,"document_only","agent_3","persona_1"
143,"document_only","agent_4","persona_1"
143,"integrated","agent_4","persona_1"
143,"document_only","agent_1","persona_2"
143,"document_only","agent_3","persona_2"
143,"document_only","agent_4","persona_2"
143,"integrated","agent_4","persona_2"
143,"document_only","agent_1","persona_3"
143,"document_only","agent_3","persona_3"
143,"document_only","agent_4","persona_3"
143,"integrated","agent_4","persona_3"
144,"document_only","agent_1","persona_1"
144,"document_only","agent_3","persona_1"
144,"integrated","agent_3","persona_1"
144,"memory_only","agent_2","persona_1"
144,"document_only","agent_1","persona_2"
144,"document_only","agent_3","persona_2"
144,"integrated","agent_3","persona_2"
144,"memory_only","agent_2","persona_2"
144,"document_only","agent_1","persona_3"
144,"document_only","agent_3","persona_3"
144,"integrated","agent_3","persona_3"
144,"memory_only","agent_2","persona_3"
145,"document_only","agent_1","persona_1"
145,"document_only","agent_2","persona_1"
145,"document_only","agent_4","persona_1"
145,"integrated","agent_4","persona_1"
145,"document_only","agent_1","persona_2"
145,"document_only","agent_2","persona_2"
145,"document_only","agent_4","persona_2"
145,"integrated","agent_4","persona_2"
145,"document_only","agent_1","persona_3"
145,"document_only","agent_2","persona_3"
145,"document_only","agent_4","persona_3"
145,"integrated","agent_4","persona_3"
146,"document_only","agent_2","persona_1"
146,"document_only","agent_3","persona_1"
146,"integrated","agent_1","persona_1"
146,"memory_only","agent_1","persona_1"
146,"document_only","agent_2","persona_2"
146,"document_only","agent_3","persona_2"
146,"integrated","agent_1","persona_2"
146,"memory_only","agent_1","persona_2"
146,"document_only","agent_2","persona_3"
146,"document_only","agent_3","persona_3"
146,"integrated","agent_1","persona_3"
146,"memory_only","agent_1","persona_3"
147,"document_only","agent_2","persona_1"
147,"document_only","agent_3","persona_1"
147,"integrated","agent_1","persona_1"
147,"memory_only","agent_2","persona_1"
147,"document_only","agent_2","persona_2"
147,"document_only","agent_3","persona_2"
147,"integrated","agent_1","persona_2"
147,"memory_only","agent_2","persona_2"
147,"document_only","agent_2","persona_3"
147,"document_only","agent_3","persona_3"
147,"integrated","agent_1","persona_3"
147,"memory_only","agent_2","persona_3"
148,"document_only","agent_2","persona_1"
148,"document_only","agent_4","persona_1"
148,"memory_only","agent_3","persona_1"
148,"memory_only","agent_4","persona_1"
148,"document_only","agent_2","persona_2"
148,"document_only","agent_4","persona_2"
148,"memory_only","agent_3","persona_2"
148,"memory_only","agent_4","persona_2"
148,"document_only","agent_2","persona_3"
148,"document_only","agent_4","persona_3"
148,"memory_only","agent_3","persona_3"
148,"memory_only","agent_4","persona_3"
149,"document_only","agent_2","persona_1"
149,"integrated","agent_2","persona_1"
149,"memory_only","agent_2","persona_1"
149,"memory_only","agent_4","persona_1"
149,"document_only","agent_2","persona_2"
149,"integrated","agent_2","persona_2"
149,"memory_only","agent_2","persona_2"
149,"memory_only","agent_4","persona_2"
149,"document_only","agent_2","persona_3"
149,"integrated","agent_2","persona_3"
149,"memory_only","agent_2","persona_3"
149,"memory_only","agent_4","persona_3"
150,"document_only","agent_2","persona_1"
150,"document_only","agent_3","persona_1"
150,"integrated","agent_1","persona_1"
150,"memory_only","agent_4","persona_1"
150,"document_only","agent_2","persona_2"
150,"document_only","agent_3","persona_2"
150,"integrated","agent_1","persona_2"
150,"memory_only","agent_4","persona_2"
150,"document_only","agent_2","persona_3"
150,"document_only","agent_3","persona_3"
150,"integrated","agent_1","persona_3"
150,"memory_only","agent_4","persona_3"
151,"integrated","agent_2","persona_1"
151,"integrated","agent_3","persona_1"
151,"memory_only","agent_1","persona_1"
151,"memory_only","agent_3","persona_1"
151,"integrated","agent_2","persona_2"
151,"integrated","agent_3","persona_2"
151,"memory_only","agent_1","persona_2"
151,"memory_only","agent_3","persona_2"
151,"integrated","agent_2","persona_3"
151,"integrated","agent_3","persona_3"
151,"memory_only","agent_1","persona_3"
151,"memory_only","agent_3","persona_3"
152,"document_only","agent_1","persona_1"
152,"integrated","agent_1","persona_1"
152,"integrated","agent_3","persona_1"
152,"memory_only","agent_3","persona_1"
152,"document_only","agent_1","persona_2"
152,"integrated","agent_1","persona_2"
152,"integrated","agent_3","persona_2"
152,"memory_only","agent_3","persona_2"
152,"document_only","agent_1","persona_3"
152,"integrated","agent_1","persona_3"
152,"integrated","agent_3","persona_3"
152,"memory_only","agent_3","persona_3"
153,"integrated","agent_1","persona_1"
153,"integrated","agent_2","persona_1"
153,"integrated","agent_4","persona_1"
153,"memory_only","agent_3","persona_1"
153,"integrated","agent_1","persona_2"
153,"integrated","agent_2","persona_2"
153,"integrated","agent_4","persona_2"
153,"memory_only","agent_3","persona_2"
153,"integrated","agent_1","persona_3"
153,"integrated","agent_2","persona_3"
153,"integrated","agent_4","persona_3"
153,"memory_only","agent_3","persona_3"
154,"integrated","agent_2","persona_1"
154,"integrated","agent_3","persona_1"
154,"memory_only","agent_1","persona_1"
154,"memory_only","agent_4","persona_1"
154,"integrated","agent_2","persona_2"
154,"integrated","agent_3","persona_2"
154,"memory_only","agent_1","persona_2"
154,"memory_only","agent_4","persona_2"
154,"integrated","agent_2","persona_3"
154,"integrated","agent_3","persona_3"
154,"memory_only","agent_1","persona_3"
154,"memory_only","agent_4","persona_3"
155,"document_only","agent_1","persona_1"
155,"document_only","agent_4","persona_1"
155,"integrated","agent_4","persona_1"
155,"memory_only","agent_3","persona_1"
155,"document_only","agent_1","persona_2"
155,"document_only","agent_4","persona_2"
155,"integrated","agent_4","persona_2"
155,"memory_only","agent_3","persona_2"
155,"document_only","agent_1","persona_3"
155,"document_only","agent_4","persona_3"
155,"integrated","agent_4","persona_3"
155,"memory_only","agent_3","persona_3"
156,"document_only","agent_4","persona_1"
156,"integrated","agent_2","persona_1"
156,"integrated","agent_4","persona_1"
156,"memory_only","agent_3","persona_1"
156,"document_only","agent_4","persona_2"
156,"integrated","agent_2","persona_2"
156,"integrated","agent_4","persona_2"
156,"memory_only","agent_3","persona_2"
156,"document_only","agent_4","persona_3"
156,"integrated","agent_2","persona_3"
156,"integrated","agent_4","persona_3"
156,"memory_only","agent_3","persona_3"
157,"document_only","agent_2","persona_1"
157,"document_only","agent_3","persona_1"
157,"integrated","agent_4","persona_1"
157,"memory_only","agent_2","persona_1"
157,"document_only","agent_2","persona_2"
157,"document_only","agent_3","persona_2"
157,"integrated","agent_4","persona_2"
157,"memory_only","agent_2","persona_2"
157,"document_only","agent_2","persona_3"
157,"document_only","agent_3","persona_3"
157,"integrated","agent_4","persona_3"
157,"memory_only","agent_2","persona_3"
158,"integrated","agent_3","persona_1"
158,"memory_only","agent_1","persona_1"
158,"memory_only","agent_2","persona_1"
158,"memory_only","agent_4","persona_1"
158,"integrated","agent_3","persona_2"
158,"memory_only","agent_1","persona_2"
158,"memory_only","agent_2","persona_2"
158,"memory_only","agent_4","persona_2"
158,"integrated","agent_3","persona_3"
158,"memory_only","agent_1","persona_3"
158,"memory_only","agent_2","persona_3"
158,"memory_only","agent_4","persona_3"
159,"document_only","agent_1","persona_1"
159,"document_only","agent_2","persona_1"
159,"document_only","agent_3","persona_1"
159,"memory_only","agent_1","persona_1"
159,"document_only","agent_1","persona_2"
159,"document_only","agent_2","persona_2"
159,"document_only","agent_3","persona_2"
159,"memory_only","agent_1","persona_2"
159,"document_only","agent_1","persona_3"
159,"document_only","agent_2","persona_3"
159,"document_only","agent_3","persona_3"
159,"memory_only","agent_1","persona_3"
160,"document_only","agent_1","persona_1"
160,"document_only","agent_4","persona_1"
160,"integrated","agent_4","persona_1"
160,"memory_only","agent_2","persona_1"
160,"document_only","agent_1","persona_2"
160,"document_only","agent_4","persona_2"
160,"integrated","agent_4","persona_2"
160,"memory_only","agent_2","persona_2"
160,"document_only","agent_1","persona_3"
160,"document_only","agent_4","persona_3"
160,"integrated","agent_4","persona_3"
160,"memory_only","agent_2","persona_3"
161,"document_only","agent_4","persona_1"
161,"integrated","agent_1","persona_1"
161,"integrated","agent_3","persona_1"
161,"memory_only","agent_4","persona_1"
161,"document_only","agent_4","persona_2"
161,"integrated","agent_1","persona_2"
161,"integrated","agent_3","persona_2"
161,"memory_only","agent_4","persona_2"
161,"document_only","agent_4","persona_3"
161,"integrated","agent_1","persona_3"
161,"integrated","agent_3","persona_3"
161,"memory_only","agent_4","persona_3"
162,"document_only","agent_2","persona_1"
162,"document_only","agent_3","persona_1"
162,"memory_only","agent_1","persona_1"
162,"memory_only","agent_2","persona_1"
162,"document_only","agent_2","persona_2"
162,"document_only","agent_3","persona_2"
162,"memory_only","agent_1","persona_2"
162,"memory_only","agent_2","persona_2"
162,"document_only","agent_2","persona_3"
162,"document_only","agent_3","persona_3"
162,"memory_only","agent_1","persona_3"
162,"memory_only","agent_2","persona_3"
163,"document_only","agent_1","persona_1"
163,"integrated","agent_4","persona_1"
163,"memory_only","agent_1","persona_1"
163,"memory_only","agent_2","persona_1"
163,"document_only","agent_1","persona_2"
163,"integrated","agent_4","persona_2"
163,"memory_only","agent_1","persona_2"
163,"memory_only","agent_2","persona_2"
163,"document_only","agent_1","persona_3"
163,"integrated","agent_4","persona_3"
163,"memory_only","agent_1","persona_3"
163,"memory_only","agent_2","persona_3"
164,"document_only","agent_1","persona_1"
164,"document_only","agent_3","persona_1"
164,"integrated","agent_3","persona_1"
164,"memory_only","agent_4","persona_1"
164,"document_only","agent_1","persona_2"
164,"document_only","agent_3","persona_2"
164,"integrated","agent_3","persona_2"
164,"memory_only","agent_4","persona_2"
164,"document_only","agent_1","persona_3"
164,"document_only","agent_3","persona_3"
164,"integrated","agent_3","persona_3"
164,"memory_only","agent_4","persona_3"
165,"document_only","agent_2","persona_1"
165,"integrated","agent_2","persona_1"
165,"integrated","agent_3","persona_1"
165,"memory_only","agent_1","persona_1"
165,"document_only","agent_2","persona_2"
165,"integrated","agent_2","persona_2"
165,"integrated","agent_3","persona_2"
165,"memory_only","agent_1","persona_2"
165,"document_only","agent_2","persona_3"
165,"integrated","agent_2","persona_3"
165,"integrated","agent_3","persona_3"
165,"memory_only","agent_1","persona_3"
166,"document_only","agent_1","persona_1"
166,"document_only","agent_2","persona_1"
166,"document_only","agent_4","persona_1"
166,"memory_only","agent_3","persona_1"
166,"document_only","agent_1","persona_2"
166,"document_only","agent_2","persona_2"
166,"document_only","agent_4","persona_2"
166,"memory_only","agent_3","persona_2"
166,"document_only","agent_1","persona_3"
166,"document_only","agent_2","persona_3"
166,"document_only","agent_4","persona_3"
166,"memory_only","agent_3","persona_3"
167,"integrated","agent_1","persona_1"
167,"integrated","agent_2","persona_1"
167,"integrated","agent_4","persona_1"
167,"memory_only","agent_4","persona_1"
167,"integrated","agent_1","persona_2"
167,"integrated","agent_2","persona_2"
167,"integrated","agent_4","persona_2"
167,"memory_only","agent_4","persona_2"
167,"integrated","agent_1","persona_3"
167,"integrated","agent_2","persona_3"
167,"integrated","agent_4","persona_3"
167,"memory_only","agent_4","persona_3"
168,"document_only","agent_1","persona_1"
168,"document_only","agent_2","persona_1"
168,"integrated","agent_1","persona_1"
168,"memory_only","agent_1","persona_1"
168,"document_only","agent_1","persona_2"
168,"document_only","agent_2","persona_2"
168,"integrated","agent_1","persona_2"
168,"memory_only","agent_1","persona_2"
168,"document_only","agent_1","persona_3"
168,"document_only","agent_2","persona_3"
168,"integrated","agent_1","persona_3"
168,"memory_only","agent_1","persona_3"
169,"document_only","agent_4","persona_1"
169,"integrated","agent_1","persona_1"
169,"integrated","agent_4","persona_1"
169,"memory_only","agent_4","persona_1"
169,"document_only","agent_4","persona_2"
169,"integrated","agent_1","persona_2"
169,"integrated","agent_4","persona_2"
169,"memory_only","agent_4","persona_2"
169,"document_only","agent_4","persona_3"
169,"integrated","agent_1","persona_3"
169,"integrated","agent_4","persona_3"
169,"memory_only","agent_4","persona_3"
170,"document_only","agent_3","persona_1"
170,"integrated","agent_3","persona_1"
170,"memory_only","agent_1","persona_1"
170,"memory_only","agent_3","persona_1"
170,"document_only","agent_3","persona_2"
170,"integrated","agent_3","persona_2"
170,"memory_only","agent_1","persona_2"
170,"memory_only","agent_3","persona_2"
170,"document_only","agent_3","persona_3"
170,"integrated","agent_3","persona_3"
170,"memory_only","agent_1","persona_3"
170,"memory_only","agent_3","persona_3"
171,"document_only","agent_2","persona_1"
171,"document_only","agent_3","persona_1"
171,"memory_only","agent_3","persona_1"
171,"memory_only","agent_4","persona_1"
171,"document_only","agent_2","persona_2"
171,"document_only","agent_3","persona_2"
171,"memory_only","agent_3","persona_2"
171,"memory_only","agent_4","persona_2"
171,"document_only","agent_2","persona_3"
171,"document_only","agent_3","persona_3"
171,"memory_only","agent_3","persona_3"
171,"memory_only","agent_4","persona_3"
172,"document_only","agent_1","persona_1"
172,"integrated","agent_1","persona_1"
172,"memory_only","agent_2","persona_1"
172,"memory_only","agent_3","persona_1"
172,"document_only","agent_1","persona_2"
172,"integrated","agent_1","persona_2"
172,"memory_only","agent_2","persona_2"
172,"memory_only","agent_3","persona_2"
172,"document_only","agent_1","persona_3"
172,"integrated","agent_1","persona_3"
172,"memory_only","agent_2","persona_3"
172,"memory_only","agent_3","persona_3"
173,"document_only","agent_1","persona_1"
173,"document_only","agent_4","persona_1"
173,"integrated","agent_1","persona_1"
173,"memory_only","agent_2","persona_1"
173,"document_only","agent_1","persona_2"
173,"document_only","agent_4","persona_2"
173,"integrated","agent_1","persona_2"
173,"memory_only","agent_2","persona_2"
173,"document_only","agent_1","persona_3"
173,"document_only","agent_4","persona_3"
173,"integrated","agent_1","persona_3"
173,"memory_only","agent_2","persona_3"
174,"document_only","agent_2","persona_1"
174,"document_only","agent_3","persona_1"
174,"integrated","agent_2","persona_1"
174,"memory_only","agent_3","persona_1"
174,"document_only","agent_2","persona_2"
174,"document_only","agent_3","persona_2"
174,"integrated","agent_2","persona_2"
174,"memory_only","agent_3","persona_2"
174,"document_only","agent_2","persona_3"
174,"document_only","agent_3","persona_3"
174,"integrated","agent_2","persona_3"
174,"memory_only","agent_3","persona_3"
175,"document_only","agent_1","persona_1"
175,"integrated","agent_4","persona_1"
175,"memory_only","agent_2","persona_1"
175,"memory_only","agent_4","persona_1"
175,"document_only","agent_1","persona_2"
175,"integrated","agent_4","persona_2"
175,"memory_only","agent_2","persona_2"
175,"memory_only","agent_4","persona_2"
175,"document_only","agent_1","persona_3"
175,"integrated","agent_4","persona_3"
175,"memory_only","agent_2","persona_3"
175,"memory_only","agent_4","persona_3"
176,"document_only","agent_4","persona_1"
176,"integrated","agent_1","persona_1"
176,"integrated","agent_3","persona_1"
176,"integrated","agent_4","persona_1"
176,"document_only","agent_4","persona_2"
176,"integrated","agent_1","persona_2"
176,"integrated","agent_3","persona_2"
176,"integrated","agent_4","persona_2"
176,"document_only","agent_4","persona_3"
176,"integrated","agent_1","persona_3"
176,"integrated","agent_3","persona_3"
176,"integrated","agent_4","persona_3"
177,"document_only","agent_2","persona_1"
177,"document_only","agent_3","persona_1"
177,"document_only","agent_4","persona_1"
177,"memory_only","agent_2","persona_1"
177,"document_only","agent_2","persona_2"
177,"document_only","agent_3","persona_2"
177,"document_only","agent_4","persona_2"
177,"memory_only","agent_2","persona_2"
177,"document_only","agent_2","persona_3"
177,"document_only","agent_3","persona_3"
177,"document_only","agent_4","persona_3"
177,"memory_only","agent_2","persona_3"
178,"document_only","agent_1","persona_1"
178,"document_only","agent_2","persona_1"
178,"integrated","agent_3","persona_1"
178,"memory_only","agent_2","persona_1"
178,"document_only","agent_1","persona_2"
178,"document_only","agent_2","persona_2"
178,"integrated","agent_3","persona_2"
178,"memory_only","agent_2","persona_2"
178,"document_only","agent_1","persona_3"
178,"document_only","agent_2","persona_3"
178,"integrated","agent_3","persona_3"
178,"memory_only","agent_2","persona_3"
179,"document_only","agent_4","persona_1"
179,"integrated","agent_4","persona_1"
179,"memory_only","agent_2","persona_1"
179,"memory_only","agent_3","persona_1"
179,"document_only","agent_4","persona_2"
179,"integrated","agent_4","persona_2"
179,"memory_only","agent_2","persona_2"
179,"memory_only","agent_3","persona_2"
179,"document_only","agent_4","persona_3"
179,"integrated","agent_4","persona_3"
179,"memory_only","agent_2","persona_3"
179,"memory_only","agent_3","persona_3"
180,"document_only","agent_2","persona_1"
180,"integrated","agent_2","persona_1"
180,"integrated","agent_3","persona_1"
180,"memory_only","agent_1","persona_1"
180,"document_only","agent_2","persona_2"
180,"integrated","agent_2","persona_2"
180,"integrated","agent_3","persona_2"
180,"memory_only","agent_1","persona_2"
180,"document_only","agent_2","persona_3"
180,"integrated","agent_2","persona_3"
180,"integrated","agent_3","persona_3"
180,"memory_only","agent_1","persona_3"
181,"document_only","agent_2","persona_1"
181,"integrated","agent_2","persona_1"
181,"integrated","agent_4","persona_1"
181,"memory_only","agent_3","persona_1"
181,"document_only","agent_2","persona_2"
181,"integrated","agent_2","persona_2"
181,"integrated","agent_4","persona_2"
181,"memory_only","agent_3","persona_2"
181,"document_only","agent_2","persona_3"
181,"integrated","agent_2","persona_3"
181,"integrated","agent_4","persona_3"
181,"memory_only","agent_3","persona_3"
182,"document_only","agent_1","persona_1"
182,"document_only","agent_3","persona_1"
182,"document_only","agent_4","persona_1"
182,"integrated","agent_1","persona_1"
182,"document_only","agent_1","persona_2"
182,"document_only","agent_3","persona_2"
182,"document_only","agent_4","persona_2"
182,"integrated","agent_1","persona_2"
182,"document_only","agent_1","persona_3"
182,"document_only","agent_3","persona_3"
182,"document_only","agent_4","persona_3"
182,"integrated","agent_1","persona_3"
183,"document_only","agent_1","persona_1"
183,"document_only","agent_2","persona_1"
183,"memory_only","agent_2","persona_1"
183,"memory_only","agent_4","persona_1"
183,"document_only","agent_1","persona_2"
183,"document_only","agent_2","persona_2"
183,"memory_only","agent_2","persona_2"
183,"memory_only","agent_4","persona_2"
183,"document_only","agent_1","persona_3"
183,"document_only","agent_2","persona_3"
183,"memory_only","agent_2","persona_3"
183,"memory_only","agent_4","persona_3"
184,"document_only","agent_4","persona_1"
184,"memory_only","agent_1","persona_1"
184,"memory_only","agent_2","persona_1"
184,"memory_only","agent_4","persona_1"
184,"document_only","agent_4","persona_2"
184,"memory_only","agent_1","persona_2"
184,"memory_only","agent_2","persona_2"
184,"memory_only","agent_4","persona_2"
184,"document_only","agent_4","persona_3"
184,"memory_only","agent_1","persona_3"
184,"memory_only","agent_2","persona_3"
184,"memory_only","agent_4","persona_3"
185,"document_only","agent_1","persona_1"
185,"integrated","agent_1","persona_1"
185,"integrated","agent_2","persona_1"
185,"integrated","agent_4","persona_1"
185,"document_only","agent_1","persona_2"
185,"integrated","agent_1","persona_2"
185,"integrated","agent_2","persona_2"
185,"integrated","agent_4","persona_2"
185,"document_only","agent_1","persona_3"
185,"integrated","agent_1","persona_3"
185,"integrated","agent_2","persona_3"
185,"integrated","agent_4","persona_3"
186,"document_only","agent_1","persona_1"
186,"document_only","agent_4","persona_1"
186,"integrated","agent_3","persona_1"
186,"memory_only","agent_1","persona_1"
186,"document_only","agent_1","persona_2"
186,"document_only","agent_4","persona_2"
186,"integrated","agent_3","persona_2"
186,"memory_only","agent_1","persona_2"
186,"document_only","agent_1","persona_3"
186,"document_only","agent_4","persona_3"
186,"integrated","agent_3","persona_3"
186,"memory_only","agent_1","persona_3"
187,"document_only","agent_1","persona_1"
187,"document_only","agent_3","persona_1"
187,"integrated","agent_2","persona_1"
187,"integrated","agent_3","persona_1"
187,"document_only","agent_1","persona_2"
187,"document_only","agent_3","persona_2"
187,"integrated","agent_2","persona_2"
187,"integrated","agent_3","persona_2"
187,"document_only","agent_1","persona_3"
187,"document_only","agent_3","persona_3"
187,"integrated","agent_2","persona_3"
187,"integrated","agent_3","persona_3"
188,"document_only","agent_4","persona_1"
188,"integrated","agent_1","persona_1"
188,"memory_only","agent_1","persona_1"
188,"memory_only","agent_4","persona_1"
188,"document_only","agent_4","persona_2"
188,"integrated","agent_1","persona_2"
188,"memory_only","agent_1","persona_2"
188,"memory_only","agent_4","persona_2"
188,"document_only","agent_4","persona_3"
188,"integrated","agent_1","persona_3"
188,"memory_only","agent_1","persona_3"
188,"memory_only","agent_4","persona_3"
189,"document_only","agent_2","persona_1"
189,"document_only","agent_4","persona_1"
189,"integrated","agent_1","persona_1"
189,"integrated","agent_4","persona_1"
189,"document_only","agent_2","persona_2"
189,"document_only","agent_4","persona_2"
189,"integrated","agent_1","persona_2"
189,"integrated","agent_4","persona_2"
189,"document_only","agent_2","persona_3"
189,"document_only","agent_4","persona_3"
189,"integrated","agent_1","persona_3"
189,"integrated","agent_4","persona_3"
190,"document_only","agent_3","persona_1"
190,"document_only","agent_4","persona_1"
190,"integrated","agent_3","persona_1"
190,"memory_only","agent_1","persona_1"
190,"document_only","agent_3","persona_2"
190,"document_only","agent_4","persona_2"
190,"integrated","agent_3","persona_2"
190,"memory_only","agent_1","persona_2"
190,"document_only","agent_3","persona_3"
190,"document_only","agent_4","persona_3"
190,"integrated","agent_3","persona_3"
190,"memory_only","agent_1","persona_3"
191,"document_only","agent_2","persona_1"
191,"document_only","agent_4","persona_1"
191,"integrated","agent_3","persona_1"
191,"integrated","agent_4","persona_1"
191,"document_only","agent_2","persona_2"
